Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201509036074,8,otc alterations permit,09/03/2015,3727,120,1167,,Mission,St,,,"2nd & 3rd flr: fire sprinkler ref pa 2015-0806-3551 add 11, relocate 1 maher na",complete,10/30/2015 11:06:07 AM,09/03/2015 10:20:41 AM,10/08/2015 01:50:08 PM,10/30/2015 11:06:07 AM,,,4,4,,Y,3088,5700,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,10/08/2015 01:45:40 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.4122 37.77774),eas_address_point,1398706165062,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201510058784,8,otc alterations permit,10/05/2015,0094,001,1117,,Greenwich,St,,,"separation of 2 previously merger coop units. construct 1 hour wall between stair & hall, remove gub at front door, repair handrail at stair, replace trin, base 4 crown, add light switches.  maher na",complete,11/20/2015 02:50:31 PM,10/05/2015 09:29:59 AM,10/05/2015 11:28:16 AM,11/20/2015 02:50:31 PM,,,2,2,,,20000,20000,apartments,17,apartments,17,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,10/05/2015 11:21:45 AM,in-house,N,,3,Russian Hill,94109,POINT (-122.41814 37.80094),eas_address_point,1398063265535,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509036096,8,otc alterations permit,09/03/2015,8720,117,420,,Mission Bay Blvd North,Bl,101,,"level 1: fire permit - add 6 smoke det, 7 speaker/strobes & 3 relays. ref pa 2015 04 09 3256.  maher na. (a.k.a. 435 china basin street)",complete,10/30/2015 10:34:43 AM,09/03/2015 11:30:10 AM,09/04/2015 09:54:23 AM,10/30/2015 10:34:43 AM,,,16,16,,Y,10000,8900,retail sales,320,retail sales,320,2,,"A-2,M,R-2","A-2,M,R-2",1,constr type 1,1,constr type 1,,09/04/2015 09:44:07 AM,in-house,N,Y,6,Mission Bay,94158,POINT (-122.388590775 37.771593359),parcel_centroid,1394509493428,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201903135083,8,otc alterations permit,03/13/2019,3507,040,1455,,Market,St,,,7th flr - provide power lighting and branch circuit maintain (e) power and signal outlets with additional new power branch circuiting and raceway system ref 201812198730 maher na,issued,03/13/2019 10:02:17 AM,03/13/2019 08:52:13 AM,03/13/2019 10:02:17 AM,,,,22,22,,,5000,5000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/13/2019 09:58:07 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.418045 37.775856),eas_address_point,1544489394002,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508063586,8,otc alterations permit,08/06/2015,3708,095,560,,Mission,St,,,16th floor: mep subbmittal to ref pa 2015 0723 2232 maher na,complete,03/31/2017 02:03:27 PM,08/06/2015 02:32:56 PM,03/07/2016 01:18:38 PM,03/31/2017 02:03:27 PM,,,31,31,,,1,1,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/07/2016 01:14:29 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.399155 37.788708),eas_address_point,1391202454613,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201903124961,8,otc alterations permit,03/12/2019,3708,175,575,,Market,St,,,fire alarm - 22nd flr suite 2200 - add 5 duct det and 21 speaker/strobes and 1 relay module. ref 201811307182 maher na,complete,03/22/2019 08:53:24 AM,03/12/2019 07:35:32 AM,03/12/2019 08:42:40 AM,03/22/2019 08:53:24 AM,,,40,40,,Y,21730,21730,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/12/2019 08:40:39 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40051 37.789696),eas_address_point,1544302507760,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509046239,8,otc alterations permit,09/04/2015,3784,080,510,,Townsend,St,,,"interior, non structural demo for investigation purposes, for west bldg per ab-017. maher na",complete,04/16/2019 03:28:17 PM,09/04/2015 11:59:27 AM,09/04/2015 01:00:54 PM,04/16/2019 03:28:17 PM,,,1,1,,,20000,20000,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,S-2,S-2,2,constr type 2,2,constr type 2,,09/04/2015 12:57:24 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.400444 37.773502),eas_address_point,1394684369644,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201510028684,4,sign - erect,10/02/2015,3930A,002,2300,,16th,St,,,"install single faced, electric, illuminated wall sign. maher na",issued,10/07/2015 11:32:29 AM,10/02/2015 10:05:18 AM,10/07/2015 11:32:29 AM,,,,2,,,,1600,1600,retail sales,0,,,2,,M,,5,wood frame (5),,,,10/07/2015 11:25:42 AM,in-house,N,Y,9,Mission,94103,POINT (-122.41041 37.76647),eas_address_point,1397933488474,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509258042,8,otc alterations permit,09/25/2015,3721,089,101,,02nd,St,,,"8th flr: fire sprinklers - relocate 2 heads, add (1) branch line retraint. ref pa 2015 0723 2313 maher na",complete,10/30/2015 10:50:13 AM,09/25/2015 07:58:20 AM,09/25/2015 10:36:17 AM,10/30/2015 10:50:13 AM,,,26,26,,Y,1036,1036,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,09/25/2015 10:32:38 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39915 37.78808),eas_address_point,1397080451384,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201903276384,8,otc alterations permit,03/27/2019,2652,010,132,,Corbett,Av,,,provide temporary shoring system to facilitate excavation and construction of the proposed new single faily residence per approved permit #201611102474.,cancelled,08/08/2022 10:05:17 AM,03/27/2019 11:45:21 AM,10/02/2019 03:30:09 PM,,,,,3,,,8000,30000,vacant lot,,1 family dwelling,1,2,,NA,R-3,,,5,wood frame (5),,10/02/2019 02:21:35 PM,in-house,N,Y,8,Castro/Upper Market,94114,POINT (-122.44128 37.76186),eas_address_point,1546292140897,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508265351,8,otc alterations permit,08/26/2015,3735,063,222,,02nd,St,,,"13th floor: ti - including partitions, ceiling, lighting, fictures, mechanical, plumbing electrical.maher na",complete,08/10/2016 03:37:39 PM,08/26/2015 12:22:56 PM,10/02/2015 11:24:15 AM,08/10/2016 03:37:39 PM,,,26,26,,,1200000,2500000,office,,office,,2,,"A-2,B,M","A-2,B,M",1,constr type 1,1,constr type 1,,10/02/2015 11:06:48 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39823 37.78632),eas_address_point,1393519165594,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201901039549,8,otc alterations permit,01/03/2019,0208,028,655,,Montgomery,St,,,"ti suite 1230, speculative suite -  new non structural partitions, lighting, finishes.  ele/plm/fire life safety under sep permit  maher na",complete,06/05/2019 11:29:29 AM,01/03/2019 10:30:07 AM,01/11/2019 10:11:53 AM,06/05/2019 11:29:29 AM,,,26,26,,,195193,195193,office,33,office,33,2,,"B,R-2,M,A-3","B,R-2,M,A-3",1,constr type 1,1,constr type 1,,01/11/2019 10:05:48 AM,in-house,N,Y,3,Chinatown,94111,POINT (-122.40337 37.795124),eas_address_point,153679362300,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505015096,8,otc alterations permit,05/01/2015,7331,179,186,,Summit,Wy,,,deferred sumbittal of roof truss framing. associated calculations at above address with 201502047437 type a elev c by reference to 201407100857 master permit and 201403100313 master bldg roof truss plan and calc. identical use of master bldg and truss permit plans,issued,09/02/2015 09:16:01 AM,05/01/2015 08:16:09 AM,09/02/2015 09:16:01 AM,,,,0,3,,,3000,3000,vacant lot,0,2 family dwelling,2,2,,NA,R-3,,,5,wood frame (5),,09/02/2015 08:32:05 AM,in-house,N,Y,7,Lakeshore,94132,POINT (-122.47639 37.715553),eas_address_point,1380042501186,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201812107847,8,otc alterations permit,12/10/2018,4083,001A,2345,,Harrison,St,,,"replace (e) 6"" ames backflow preventer with a new 6"" deringer backflow double gleck detector assembly maher na",issued,12/10/2018 09:13:51 AM,12/10/2018 08:42:09 AM,12/10/2018 09:13:51 AM,,,,3,3,,Y,4274,5000,health studios & gym,,health studios & gym,,2,,B,B,2,constr type 2,2,constr type 2,,12/10/2018 09:07:54 AM,in-house,N,Y,9,Mission,94110,POINT (-122.4121 37.75984),eas_address_point,1534428169867,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201811155933,8,otc alterations permit,11/15/2018,3911,001,1,,Henry Adams,St,,,fire sprinkler system adding kitchen suppression system to 1505 square foot remote area and add 1 sprinkler head in kitchen. revision to 201805310573 sprinkler plan. suppression system under 2018/11/15/5927 plumbing permit pp20180531866 maher na,complete,01/17/2019 09:39:45 AM,11/15/2018 08:48:50 AM,11/28/2018 12:39:15 PM,01/17/2019 09:39:45 AM,,,6,6,,Y,2000,2000,food/beverage hndlng,241,food/beverage hndlng,241,2,,"R-2,S-2,M,B,A-3","R-2,S-2,M,B,A-3",1,constr type 1,1,constr type 1,,11/28/2018 12:26:15 PM,in-house,N,Y,6,Mission Bay,94103,POINT (-122.40347 37.769203),eas_address_point,1531830374377,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
200201146889,8,otc alterations permit,01/14/2002,0756,001,1136,,Fillmore,St,,,"demolish existing curb and sidewalk 15' long by 2'6"" wide, regrade and compact base, pour new concre",complete,04/29/2002 12:00:00 AM,01/14/2002 01:25:30 PM,01/14/2002 01:52:27 PM,04/29/2002 12:00:00 AM,,,0,0,,,2500,2500,not applicable,0,not applicable,0,2,,NA,NA,,,,,,01/14/2002 01:50:08 PM,in-house,N,,5,Western Addition,94115,POINT (-122.431264712 37.780322159),parcel_centroid,907832391275,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505297509,8,otc alterations permit,05/29/2015,0984,005A,145,,Presidio,Av,,,"reconfigure deck (not visible from street), wet bar, laundry - revision to pa 2012 0417 8460. maher na",complete,07/02/2015 03:27:13 PM,05/29/2015 11:00:34 AM,06/11/2015 10:51:49 AM,07/02/2015 03:27:13 PM,,,2,2,,,1,3000,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,06/11/2015 10:46:47 AM,in-house,N,Y,2,Presidio Heights,94115,POINT (-122.44763 37.790184),eas_address_point,138322686060,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505146325,8,otc alterations permit,05/14/2015,5332,023,75,,Industrial,St,,,revision to pa 2015 0428 4802. add duct detector sequence of operations for fire insp. reqs. maher na,complete,09/04/2018 04:52:54 PM,05/14/2015 10:35:47 AM,05/15/2015 08:40:42 AM,09/04/2018 04:52:54 PM,,,1,1,,,1,1,auto repairs,0,greenhouse,0,2,,"F-1,B","F-1,B",5,wood frame (5),5,wood frame (5),,05/15/2015 08:35:57 AM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.40086 37.739216),eas_address_point,1381631179558,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505297511,8,otc alterations permit,05/29/2015,0239,026,420,,Montgomery,St,,,basement: upgrade wall and flr finishes in lobby.  upgrade (e) bathrooms to ada.  maher na,complete,03/11/2016 12:34:57 PM,05/29/2015 11:09:28 AM,08/26/2015 12:13:05 PM,03/11/2016 12:34:57 PM,,,12,12,,,15000,18000,museum,,museum,,2,,"B,A-3","B,A-3",1,constr type 1,1,constr type 1,,08/26/2015 11:59:29 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40275 37.793316),eas_address_point,1383229385563,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505206758,8,otc alterations permit,05/20/2015,5657,009D,1525,,Cortland,Av,,,voulntary seismic repair and improvement: repair & replacement of (e) steel seismic braces. addition of new steel x-braces. replace mo (e) site retaining wall w/new concrete retaining wall in the same location. maher na (no change to industrial use),issued,05/22/2015 01:30:56 PM,05/20/2015 09:31:51 AM,05/22/2015 01:30:56 PM,,,,1,1,,,44000,44000,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,"B,S-2","B,S-2",5,wood frame (5),5,wood frame (5),,05/22/2015 01:29:32 PM,in-house,N,Y,9,Bernal Heights,94110,POINT (-122.409004 37.740086),eas_address_point,1382210186009,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505196651,8,otc alterations permit,05/19/2015,0239,012,456,,Montgomery,St,0,,"14th & 26th floors: remove & relocate fire sprinklers, pipe, hangers, etc. at 14/f & 16/f elevator mech rooms per owner request. remove 18 sprinklers,  1 relocate on 26/f, removed 8 on 14/f 10 at 26/f. maher na",issued,05/21/2015 12:47:01 PM,05/19/2015 09:32:06 AM,05/21/2015 12:47:01 PM,,,,26,26,,Y,9766,9766,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,05/21/2015 12:37:57 PM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.402664 37.793472),eas_address_point,1382061296971,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201811135579,8,otc alterations permit,11/13/2018,3713,007,1,,Market,St,,,"floor 12b, steuart tower -  fire alarm work for the ""spec suite 1275"" remodel; additions are 3 speaker/strobes and 2 strobes. maher na",complete,05/29/2020 12:00:00 AM,11/13/2018 07:34:14 AM,11/13/2018 08:44:06 AM,05/29/2020 12:00:00 AM,,,27,27,,Y,3000,3000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,11/13/2018 08:42:57 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39499 37.793983),eas_address_point,1531361164605,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201811054930,8,otc alterations permit,11/05/2018,3720,009,415,,Mission,St,,,"58th - fire alarm add 5 smk det, 10 duct det, 1 strobe power supply, 8 modules, 20 speakers, 37 speaker/strobes and 2 strobe ref 201805300425 maher na",complete,12/31/2018 03:09:13 PM,11/05/2018 07:45:29 AM,11/06/2018 09:01:54 AM,12/31/2018 03:09:13 PM,,,63,63,,Y,61800,61800,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,11/06/2018 08:54:41 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.397095 37.789936),eas_address_point,1530491495332,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201901039580,8,otc alterations permit,01/03/2019,0230,028,1,,Embarcadero Center,,,,"38th flr - non struct demo, new non struc partitions, finishes, plm fixture & accessories, lighting, millwork. mep/fire/life safety under sep permit. nio change in occ, use or area  maher na",complete,12/02/2019 02:33:14 PM,01/03/2019 12:48:32 PM,01/16/2019 01:23:57 PM,12/02/2019 02:33:14 PM,,,40,40,,,157000,160000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,01/16/2019 01:20:07 PM,in-house,N,Y,3,Financial District/South Beach,94126,POINT (-122.399644348 37.794642879),parcel_centroid,153684263347,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201902273876,8,otc alterations permit,02/27/2019,0233,044,4,,Embarcadero Center,,,,"fire alarm work for the ""suite 3660"" remodel on floor 36; additions are 1 smoke detector, 7 speaker/strobes, and 3 strobes. ref pa #201901281339. maher na",complete,09/09/2019 08:53:38 AM,02/27/2019 07:35:00 AM,02/27/2019 08:09:00 AM,09/09/2019 08:53:38 AM,,,45,45,,Y,6725,6725,office,0,office,0,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,02/27/2019 08:07:12 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.396064297 37.795030167),parcel_centroid,154273763351,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505206830,8,otc alterations permit,05/20/2015,3712,023,88,,Spear,St,,,install (n) fixture at checkout. remove partial ht walls behind check out fixtures. window graphics. maher na,complete,08/28/2015 03:22:28 PM,05/20/2015 02:34:22 PM,05/27/2015 09:28:46 AM,08/28/2015 03:22:28 PM,,,12,12,,,20000,20000,retail sales,,retail sales,,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,05/27/2015 09:22:54 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39459 37.792538),eas_address_point,1382300434103,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201812279252,8,otc alterations permit,12/27/2018,3721,119,500,,Howard,St,0,,"demo of bike parking fence. construction of new dtorage space with non structural partitions/doors/frame/hardware/lights/drywall/finishes. ele, fire sprinkler and life safety under sep permit. maher na",filed,12/27/2018 12:45:29 PM,12/27/2018 12:45:29 PM,,,,,11,11,,,43820,0,prkng garage/public,,prkng garage/public,,2,,"S-2,B,M,A-2","S-2,B,M,A-2",1,constr type 1,1,constr type 1,,12/27/2018 02:10:41 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39669 37.788433),eas_address_point,1536368480621,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201811276807,8,otc alterations permit,11/27/2018,0232,016,3,,Embarcadero Center,,,,"fire alarm ""drybar_ 1st flr add 2 duct det, 1 modulem 7 speaker/strobes, 2 strobes maher na ref#201810112907",complete,12/05/2018 08:51:42 AM,11/27/2018 03:07:17 PM,11/29/2018 08:48:35 AM,12/05/2018 08:51:42 AM,,,30,30,,Y,9200,9200,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,11/29/2018 08:45:45 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.397296094 37.794947196),parcel_centroid,153304363349,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201007136546,8,otc alterations permit,07/13/2010,4591A,076,0,,Innes,Av,,,to obtain final inspection for work approved under appl# 200607277771. all work has been completed.,complete,06/06/2012 12:00:00 AM,07/13/2010 04:50:42 PM,07/14/2010 03:51:22 PM,06/06/2012 12:00:00 AM,,,,,,,1,1,vacant lot,,vacant lot,,0,,NA,NA,,,,,,07/13/2010 04:40:22 PM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.368487264 37.727353367),parcel_centroid,1211886439703,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201811065049,8,otc alterations permit,11/06/2018,1241,009B,65,,Buena Vista East,Av,0,,"installation of overhgead fire protection sprinkler system , including the underground 2 inch service maher na",complete,03/20/2019 05:42:06 PM,11/06/2018 07:40:34 AM,11/06/2018 01:21:58 PM,03/20/2019 05:42:06 PM,,,4,4,,Y,14447,38100,apartments,12,apartments,12,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,11/06/2018 01:18:48 PM,in-house,N,Y,5,Haight Ashbury,94117,POINT (-122.43918 37.770405),eas_address_point,1530648417644,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505136247,4,sign - erect,05/13/2015,6936,001,1501,,Ocean,Av,,,erect non electric sign. maher na,complete,05/27/2015 03:26:06 PM,05/13/2015 02:02:45 PM,05/14/2015 02:20:55 PM,05/27/2015 03:26:06 PM,,,2,,,,800,800,food/beverage hndlng,,,,2,,B,,5,wood frame (5),,,,05/14/2015 02:13:58 PM,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112,POINT (-122.45836 37.72409),eas_address_point,1381539456268,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505055408,8,otc alterations permit,05/05/2015,3509,005,140,,09th,St,,,"install new fire alarm system w/ifp-100 control unit, smoke det above pull station near notificatio appliances will be installed thru-out all flr area. tie in water flow & tamper switches to new panel . ref pa 2011 0525 6770  & 2012 0621 3152. maher na",complete,10/15/2015 04:06:30 PM,05/05/2015 12:12:00 PM,05/05/2015 02:04:23 PM,10/15/2015 04:06:30 PM,,,2,2,,Y,15700,15700,retail sales,0,misc group residns.,10,2,,M,"R-2,A-3,B",3,constr type 3,3,constr type 3,,05/05/2015 02:00:01 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.41426 37.775486),eas_address_point,1380477156298,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201506017679,8,otc alterations permit,06/01/2015,0557,029,2169,,Green,St,2,,to comply with complaint: 201548151 - proposed change of (e) storage room to laundry room and half bath at basement level of apt #2. maher na,complete,10/21/2015 02:10:02 PM,06/01/2015 12:39:54 PM,06/02/2015 08:31:53 AM,10/21/2015 02:10:02 PM,,,3,3,,,8500,24110,apartments,3,apartments,3,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,06/02/2015 08:21:14 AM,in-house,N,Y,2,Marina,94123,POINT (-122.434715 37.795944),eas_address_point,138344374274,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
8210245,3,additions alterations or repairs,12/15/1982,4811,009,1300,,Van Dyke,Av,,,placement of temporary office trailer,cancelled,01/13/1984 12:00:00 AM,12/15/1982 12:00:00 AM,,,,,1,1,,,500,,misc group residns.,0,misc group residns.,0,0,,NA,NA,4,constr type 4,4,constr type 4,,,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.38685 37.726208),eas_address_point,34086175380,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508053403,8,otc alterations permit,08/05/2015,0855,052,8,,Octavia,St,,,mep submittal to ref pa 2014 1208 3309 - new restaurant. fire sprinkler under sep permit. maher na,issued,12/23/2015 02:23:18 PM,08/05/2015 11:27:36 AM,12/23/2015 02:23:18 PM,,,,8,8,,,100000,50000,food/beverage hndlng,47,food/beverage hndlng,47,2,,"A-2,M,R-2","A-2,M,R-2",1,constr type 1,1,constr type 1,,12/23/2015 02:20:07 PM,in-house,N,Y,6,Hayes Valley,94102,POINT (-122.42339 37.772587),eas_address_point,1390962501071,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201505196666,8,otc alterations permit,05/19/2015,0259,026,555,,California,St,0,,26th floor: mechanical & electrical revisions to pa 2015 0316 0968. maher na,complete,11/16/2015 12:47:35 PM,05/19/2015 11:07:28 AM,05/20/2015 11:30:09 AM,11/16/2015 12:47:35 PM,,,52,52,,,60000,60000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,05/20/2015 11:27:02 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40352 37.79258),eas_address_point,1382082298587,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
